HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	FemaleMaturity_days	Male maturity_days	GestationPerIncubation_days	Weaning_days	LitterPerClutchSize	LittersPerClutchesPerYear	InterlitterPerInterbirthInterval	Birth weight_g	Weaning weight_g	AdultWeight_g	GrowthRatePerDay	MaximumLong_Years	Source	SpecimenOrigin	SampleSize	DataQuality	IMRperYear	MRDT_yrs	MetabolicRate_W	BodyMass_g	Temperature_K
219	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Circus	pygargus	730	730								315.5		16.3	1	wild	medium	acceptable					
220	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	caeruleus										260.5		6	1	wild	medium	acceptable					
221	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Elanus	leucurus			30		4.1	1.5		17.4		280		6	427	wild	tiny	acceptable					
222	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Geranoaetus	melanoleucus										2447.5		42	575	captivity	medium	acceptable			5.1887	2860	
223	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypaetus	barbatus										5070		40	1	captivity	medium	acceptable					
224	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gypohierax	angolensis										1600		27.1	575	captivity	medium	acceptable					
225	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	africanus										5433	0.045	19.7	575	captivity	medium	acceptable					
226	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	bengalensis										4385				unknown	tiny	low					
227	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Gyps	fulvus	1460	1460								7436		41.4	1	captivity	large	acceptable					
228	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	albicilla	1460	1460	41		2					6696.5	0.14	42	1	captivity	medium	acceptable					
229	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Haliaeetus	leucocephalus	1460	1460	35		2	1				3175	0.098	48		captivity	large	acceptable					
230	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Harpia	harpyja										4800		16.8	575	captivity	medium	acceptable					
231	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Harpyopsis	novaeguineae												30	1	captivity	tiny	acceptable					
232	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Hieraaetus	morphnoides										791		10.3	1	wild	medium	acceptable					
233	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Ictinia	mississippiensis	365	365	31		2	1		17		266	0.169	11.2	427	wild	tiny	acceptable					
234	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Kaupifalco	monogrammicus										280.5		8.6	1	wild	medium	acceptable					
235	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Lophoictinia	isura										585.5		17	1	wild	medium	acceptable					
236	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	migrans	1095	1095								1000	0.179	24		unknown	medium	acceptable					
237	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Milvus	milvus	1095	1095								1080		38	1	captivity	medium	acceptable					
238	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Neophron	percnopterus										2082	0.102	37	1	captivity	medium	acceptable					
239	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Parabuteo	unicinctus	365	365	34		3	2				994.26		25	1	captivity	large	acceptable					
240	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pernis	apivorus	1095	1095								758		29	1	wild	medium	acceptable			2.36428	652	
241	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Pithecophaga	jefferyi	1825	2555	63		1					6500		41	515	captivity	small	acceptable					
242	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Rostrhamus	sociabilis	365	365	30		3	2		29.3		352.5		17	1	wild	tiny	acceptable					
243	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Terathopius	ecaudatus										2200		55	1146	unknown	small	questionable					
244	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Cathartes	aura	4015	4015	39		2	1		60		2200	0.126	20.8		unknown	medium	acceptable					
245	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Coragyps	atratus	2920	2920	35		2	1		70		2270	0.1	25.5	576	wild	medium	acceptable					
246	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Gymnogyps	californianus	2190	2190	57		1	2		185.3		11175		45	1	wild	medium	acceptable					
247	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Sarcoramphus	papa			57							3405	0.078	40	1	captivity	small	acceptable					
248	Animalia	Chordata	Aves	Accipitriformes	Cathartidae	Vultur	gryphus	2555	2555	56		1					10500	0.078	79	855	captivity	medium	acceptable					
249	Animalia	Chordata	Aves	Accipitriformes	Pandionidae	Pandion	haliaetus	1095	1095	38		3	1		50.3		1362	0.172	32	427	wild	medium	acceptable	0.6				
250	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	galericulata			29		10.5					570		10.4	553	wild	small	questionable					
251	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	sponsa	365	365	31		12	2		23.7		452.8		22.5	577	wild	large	acceptable			2.247	448	
252	Animalia	Chordata	Aves	Anseriformes	Anatidae	Alopochen	aegyptiaca	730	730	29		7					1900		25.5	575	captivity	small	acceptable					
253	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	acuta	240	240	22		7.5	1		26		721		27.4	450	wild	large	acceptable					
254	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	americana	365	365	23		9	1		24		793.8		21.3	576	wild	large	acceptable					
255	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	bahamensis										491.7				unknown	large	low					
256	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	clypeata	240	240	23		11	1		23		613		22.6	553	wild	medium	acceptable			3.9209	554	
257	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	crecca	180	180	22		10	1		15		343.8		27.1	450	wild	medium	acceptable			1.68388	250	
258	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	cyanoptera	365	365	23		10	1.5		18.2		411		12.9	576	wild	medium	acceptable					
259	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	discors	240	240	24		10	1		18.3		420		23.2	427	wild	large	acceptable					
260	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	fulvigula	365	365	26		10	1		32.9		950		20	1	captivity	small	acceptable					
261	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	laysanensis	365	365	28		3.8	1		26		500		12	576	wild	small	acceptable					
262	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	penelope	365	365	24		8					660		35.2	450	wild	medium	acceptable			2.8538	723	
263	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	platyrhynchos	365	365	26		9	1		32.8		1048.1	0.12	29.1		unknown	medium	acceptable			4.068	1020	
264	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	querquedula	365	365								326		14.7	450	wild	medium	acceptable					
265	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	rubripes	365	365	28		9	1		32		998.7	0.084	26.6	972	wild	large	acceptable			3.6076	904	
266	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	strepera	240	240	26		10	1		35.6		791	0.115	28	972	unknown	medium	acceptable					
267	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	albifrons	1095	1095	27		5	1		90.3		2681		47	445	captivity	medium	acceptable					
268	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	anser	1095	1095								3308.5	0.104	31	575	captivity	large	high					
269	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	brachyrhynchus	1095	1095								2645		40.9	450	wild	medium	acceptable					
270	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	fabalis	1095	1095	28		4					3348		25.6	450	wild	medium	acceptable					
271	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	affinis	365	365	24		10	1		30.8		787	0.091	18.3	576	wild	large	acceptable					
272	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	americana	365	365	26		13	1		37.6		1077.3	0.089	22.6	427	wild	large	acceptable					
273	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	collaris	365	365	27		9	1		29.3		737		20.4	577	wild	large	acceptable					
274	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	ferina	365	365								823		23.2	450	wild	medium	acceptable					
275	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	fuligula	365	365								701.5	0.144	45.2	450	wild	medium	acceptable					
276	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	marila	365	365	26		9	1		46.3		928.5		22.1	576	wild	large	acceptable					
277	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	valisineria	240	240	24		9	1		44.7		1208.8	0.087	29.5	427	wild	large	acceptable					
278	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	bernicla	730	730	24		4	1		43.6		1163.2	0.08	28.8	450	wild	large	acceptable					
279	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	canadensis	730	730	26		5	1		85.5		3200	0.113	42		unknown	medium	acceptable					
280	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	hutchinsii										1940.1		18.3	427	wild	medium	acceptable					
281	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	leucopsis	730	730								1687		28.2	450	wild	medium	acceptable					
282	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	sandvicensis	912	730	30		4	1		90.8		2150		42	445	wild	medium	acceptable					
283	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	albeola	730	730	30		8	1		23.8		400		18.7	427	wild	medium	acceptable					
284	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	clangula	730	730	30		10	1		38.1		895.86		18.4	427	wild	medium	acceptable	0.4				
285	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	islandica	730	730	29		11	1				957.15		18	576	wild	medium	acceptable					
286	Animalia	Chordata	Aves	Anseriformes	Anatidae	Callonetta	leucophrys	365	365								365.5				unknown	medium	low					
287	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cereopsis	novaehollandiae										3980		28.1	575	captivity	medium	acceptable					
288	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen	caerulescens	730	730	24		4	1		95		2806.65	0.078	27.5	427	wild	large	acceptable					
289	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen	canagica	365	365	24		4.9	1		81.8		2148		12	427	wild	small	acceptable					
290	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen	rossii	570	570	21		4	1		65		1715		22.5	818	wild	large	acceptable					
291	Animalia	Chordata	Aves	Anseriformes	Anatidae	Clangula	hyemalis	730	730	24		7	1		25		872		22.7	450	wild	small	acceptable					
292	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	atratus	821	821								5650				unknown	medium	low					
293	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	buccinator	730	730	35		5	1		220		13000		32.5	1	captivity	small	acceptable					
294	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	columbianus	730	730	31		4	1		179		6350		24.1	450	wild	medium	acceptable					
295	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	cygnus	1460	1460								9350		26.5	450	wild	medium	acceptable					
296	Animalia	Chordata	Aves	Anseriformes	Anatidae	Cygnus	olor	1095	1095	36		5.3	1		225		8300	0.08	70	444	captivity	large	acceptable	0.1				
297	Animalia	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	autumnalis	365	365	27		14	1		30.8		828	0.17	8.2	576	wild	small	acceptable					
298	Animalia	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	bicolor	365	365	25		13	1		27		737.1		11.2	427	wild	small	questionable					
299	Animalia	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna	viduata			27		8					610		12	448	captivity	large	acceptable					
300	Animalia	Chordata	Aves	Anseriformes	Anatidae	Histrionicus	histrionicus	365	365	28		6	1		32.9		561.25		14.6	427	wild	medium	acceptable					
301	Animalia	Chordata	Aves	Anseriformes	Anatidae	Lophodytes	cucullatus	730	730	31		11	1		31		634.375		15.7	986	captivity	medium	acceptable					
302	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta	fusca	730	730	28		11	1		54.5		1360.8		21.4	450	wild	medium	acceptable					
303	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta	nigra	730	730	29		9	1		43.2		1052.2		16.8	450	wild	medium	acceptable					
304	Animalia	Chordata	Aves	Anseriformes	Anatidae	Melanitta	perspicillata	730	730								1097.5		9.5	427	wild	tiny	acceptable					
305	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergellus	albellus										610		10	450	wild	medium	acceptable					
306	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	merganser	730	730	30		10	1		46.2		1445		14.8	450	wild	medium	acceptable					
307	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mergus	serrator	730	730	32		10	1				1020.6	0.063	21.3	450	wild	small	acceptable					
308	Animalia	Chordata	Aves	Anseriformes	Anatidae	Netta	rufina	365	365								1118		8.8	450	wild	medium	acceptable					
309	Animalia	Chordata	Aves	Anseriformes	Anatidae	Oxyura	australis										798		16	1	captivity	medium	acceptable					
310	Animalia	Chordata	Aves	Anseriformes	Anatidae	Oxyura	jamaicensis	365	365	23		8	1		43		542		13.6	576	wild	medium	acceptable					
311	Animalia	Chordata	Aves	Anseriformes	Anatidae	Plectropterus	gambensis										3869		11.3	575	captivity	medium	acceptable					
312	Animalia	Chordata	Aves	Anseriformes	Anatidae	Polysticta	stelleri	730	730	26		8	1				907.2		23	818	wild	medium	acceptable					
313	Animalia	Chordata	Aves	Anseriformes	Anatidae	Somateria	fischeri	730	730			4.7					1558		18	427	wild	medium	questionable					
314	Animalia	Chordata	Aves	Anseriformes	Anatidae	Somateria	mollissima	730	730	28		4	1		76.4		2130	0.061	37.8	450	wild	medium	acceptable					
315	Animalia	Chordata	Aves	Anseriformes	Anatidae	Somateria	spectabilis	730	730	23		5	1				1617		18.9	576	wild	small	questionable					
316	Animalia	Chordata	Aves	Anseriformes	Anatidae	Tadorna	tadorna	730	730								1152	0.074	24.8	450	wild	medium	acceptable					
317	Animalia	Chordata	Aves	Apodiformes	Apodidae	Aeronautes	saxatalis			24		4	1				31		10	427	wild	medium	acceptable					
318	Animalia	Chordata	Aves	Apodiformes	Apodidae	Apus	apus	730	730								37.6	0.262	21.1	450	wild	medium	acceptable	0.1	5	0.4372	44.9	
319	Animalia	Chordata	Aves	Apodiformes	Apodidae	Apus	melba	730	730								102.7		26	729	wild	medium	acceptable					
320	Animalia	Chordata	Aves	Apodiformes	Apodidae	Chaetura	pelagica	365	365	20		4.5	1		1.25		22.8	0.345	15	579	wild	large	acceptable					
321	Animalia	Chordata	Aves	Apodiformes	Apodidae	Chaetura	vauxi	365	365	19		6	1		1.5		17	0.4			unknown	small	low					
322	Animalia	Chordata	Aves	Apodiformes	Apodidae	Cypseloides	niger	365	365	24		1	1		3.3		45		16.1	427	wild	medium	acceptable					
323	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Amazilia	violiceps												6.1	427	wild	medium	acceptable					
324	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Amazilia	yucatanensis										3.9		11.2	427	wild	medium	acceptable					
325	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Archilochus	alexandri	365	365			2					3		11.2	427	wild	small	acceptable					
326	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Archilochus	colubris	365	365	13		2	2		0.62		3.1		9.1	427	wild	small	acceptable			0.07832	3.2	
327	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Calothorax	lucifer			15		2	2				3.3		4.1	427	wild	medium	acceptable					
328	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Calypte	anna	365	365	16		2	2				4.4		8.5	577	wild	tiny	acceptable			0.1175	4.8	
329	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Calypte	costae			16		2	1				3.1		6		unknown	medium	acceptable					
330	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Cynanthus	latirostris	365	365	17		2					3.3		8.8	427	wild	medium	acceptable					
331	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Eugenes	fulgens	365	365	14		2					8.1		11	427	wild	medium	acceptable					
332	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Lampornis	clemenciae	365		18		2	2				7.6	0.462	12	444	unknown	medium	acceptable					
333	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Lamprolaima	rhami										7.8		8	1	wild	medium	acceptable					
334	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	platycercus	365	365	16		2	2		0.4		4.2		14		unknown	medium	acceptable	0.25				
335	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	rufus	365	365	16		2	1				3.5	0.38	8.9	427	wild	small	acceptable			0.06853	3.8	
336	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Selasphorus	sasin	730	730	16		2	2		0.29		3				unknown	small	low			0.06853	3.7	
337	Animalia	Chordata	Aves	Apodiformes	Trochilidae	Stellula	calliope	365	365	15		2					2.6		7	427	wild	tiny	acceptable			0.06853	3	
338	Animalia	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx	australis			75		1			325		2600	0.0312	35	1	captivity	small	acceptable			4.029	2380	
339	Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Buceros	bicornis										2798.5		33.4	575	captivity	medium	acceptable					
340	Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Bycanistes	subcylindricus										1250		31.8	972	captivity	medium	acceptable					
341	Animalia	Chordata	Aves	Bucerotiformes	Bucerotidae	Ceratogymna	atrata										1203.5		19.3	575	captivity	small	acceptable					
342	Animalia	Chordata	Aves	Bucerotiformes	Bucorvidae	Bucorvus	leadbeateri										3767.5		70	1	captivity	medium	acceptable					
343	Animalia	Chordata	Aves	Bucerotiformes	Upupidae	Upupa	epops	365	365								67.1		11.1	729	wild	medium	acceptable					
344	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	carolinensis			20		2.5	1				115		14.8	445	wild	medium	acceptable					
345	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	europaeus	365	365								67		11.9	450	wild	medium	acceptable					
346	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	ruficollis										68.5		13.2	450	wild	medium	acceptable					
347	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Caprimulgus	vociferus			19		2	2		5.4		54		15	445	wild	tiny	acceptable					
348	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Chordeiles	minor			19		2	1		5.95		79.3		10	427	wild	small	acceptable			0.4421	72	
349	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae	Phalaenoptilus	nuttallii	365	365	20		2	2				37.5				unknown	small	low			0.1566	35	
350	Animalia	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	bennetti										35000		26	575	captivity	tiny	acceptable					
351	Animalia	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	casuarius										44000		30	1142	captivity	small	questionable					
352	Animalia	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius	unappendiculatus										47300		22	575	captivity	small	acceptable					
353	Animalia	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius	novaehollandiae										38925		16.6	1	captivity	large	acceptable					
354	Animalia	Chordata	Aves	Charadriiformes	Alcidae	Aethia	cristatella	1095	1095	34		1	1				289	0.197	10.8	427	wild	medium	acceptable					
